"","...1","id","user_id","user_login","user_name","game_id","game_name","type","title","viewer_count","started_at","language","thumbnail_url","tag_ids","is_mature"
"77","77","41374831147","162951982","alexasan","AlexaSan","516575","VALORANT","live","Making up for days i don't stream.","20","2022-10-10T20:59:21Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_alexasan-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"78","78","39932649768","630093567","by_atticus","by_atticus","516575","VALORANT","live","IMMORTAL 3? WINSTREAK BIG AS PLAT JETT MAIN EGO","20","2022-10-10T18:16:42Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_by_atticus-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"79","79","40330296441","168868910","iammeraa","IAmMeraa","516575","VALORANT","live","angel is alive and will have a normal name for a month, then he intends to have sus name again","20","2022-10-10T19:36:03Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_iammeraa-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"80","80","40329551065","82009961","drith7","drith7","516575","VALORANT","live","Feet pics at 100 followers | !socials | !discord","19","2022-10-10T16:33:57Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_drith7-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"81","81","47283385965","142528590","thebilljansen","TheBillJansen","516575","VALORANT","live","Slick Willy Reporting For Duty","19","2022-10-10T18:46:05Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_thebilljansen-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"82","82","41374850635","94830116","symetrical","symetrical","516575","VALORANT","live","RADIANT RANKED DEMON ARC !TIKTOK !MOMMY @SYMETRICAL :)","18","2022-10-10T21:06:45Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_symetrical-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"83","83","46164075836","166161188","halacg","HalaCG","516575","VALORANT","live","Getting to Plat on Valorant (after only playing Overwatch 2)","18","2022-10-10T21:37:20Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_halacg-{width}x{height}.jpg","list(""52d7e4cc-633d-46f5-818c-bb59102d9549"", ""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"84","84","47284012733","798666441","obhris","oBhris","516575","VALORANT","live","Your next favorite streamer/comfort streamer :P","18","2022-10-10T21:08:16Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_obhris-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"85","85","47283449773","572982346","xokaisa","xokaisa","516575","VALORANT","live","road to iron >:c | !discord !twitter","18","2022-10-10T19:01:28Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_xokaisa-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"86","86","39933351432","476286978","necc_esports","NECC_ESPORTS","516575","VALORANT","live","NECC VALORANT | Week Four | OWU Crimson vs. Lees-McRae Green","18","2022-10-10T21:03:43Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_necc_esports-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"87","87","46163894572","62023086","kasperiko","kasperiko","516575","VALORANT","live","BACK FROM THE OCEAN","17","2022-10-10T20:37:05Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_kasperiko-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"88","88","39932562344","455164112","trissomg","TrissOMG","516575","VALORANT","live","I'm back (⋆ˆ ³ ˆ)♥ | !discord","16","2022-10-10T17:55:03Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_trissomg-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"89","89","40329263401","138278322","dgregztv","DgregzTV","516575","VALORANT","live","LVL 175! Day1 of 12HR STREAMS! Till my B-DAY!! 959/1k follows, 13/50subs !yt !socials, !AOG, Jesus Loves You!","16","2022-10-10T15:00:07Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_dgregztv-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"90","90","41374777275","615691329","im_aika","im_aika","516575","VALORANT","live","hello","16","2022-10-10T20:35:42Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_im_aika-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"91","91","39755902567","701916037","icaaapftw","IcaaaPftw","516575","VALORANT","live","[EN/MY] IcaaaPftw | rad before next act","16","2022-10-10T18:26:50Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_icaaapftw-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"92","92","47283809501","99713333","bearzzytv","BearzzyTV","516575","VALORANT","live","✨Easy, Bearzzy, Beautiful... Covergay✨  |  !Jerky !DonoGoal !Q !DYK !Discord | [18+]","16","2022-10-10T20:25:17Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_bearzzytv-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"93","93","46163110236","78927086","misswatson221b","MissWatson221B","516575","VALORANT","live","Trying to be good at the game","16","2022-10-10T18:16:31Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_misswatson221b-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"", ""cc8d5abb-39c9-4942-a1ee-e1558512119e"")","TRUE"
"94","94","39932965400","834537067","badash_ttv","BadAsh_TTV","516575","VALORANT","live","The Valo Grind with followers // Suggest the next game // #egirl power //","16","2022-10-10T19:25:12Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_badash_ttv-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"95","95","47284084109","791137202","magic_trees","Magic_Trees","516575","VALORANT","live","STOP!!! YOUR BATTLE PASS IS ENDING SOON!!!! #RAZERSTREAMER !razer !socials !disc","16","2022-10-10T21:22:57Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_magic_trees-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"96","96","41374521851","112380564","bakeandcake_","BakeAndCake_","516575","VALORANT","live","Full time streamer simulator- Bake is... day streaming??- !Subathon !chair !wishlist","16","2022-10-10T18:35:32Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_bakeandcake_-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"97","97","46163251436","116593957","pizzapixie","PizzaPixie","516575","VALORANT","live","clicky clicky![Cat Cam]","16","2022-10-10T18:36:00Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_pizzapixie-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"98","98","47283400941","42714478","jinx","jinx","516575","VALORANT","live","🚨 FORMER PROFESSIONAL BLOWS MINDS 🚨 !MVMI !prime","15","2022-10-10T18:49:56Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_jinx-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"99","99","40330053257","482200466","iamhumblebruce","iamhumblebruce","516575","VALORANT","live","SUHHH DEWD !discord !dono","15","2022-10-10T18:40:50Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_iamhumblebruce-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"100","100","47283281245","608528942","birbothealpha","birbothealpha","516575","VALORANT","live","quick someone give me a stream title idea  !discord !chickens !motto","14","2022-10-10T18:18:20Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_birbothealpha-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"101","1","47288138141","48389176","asunaweeb","AsunaWEEB","516575","VALORANT","live","100T Asuna | strictly business as usual | !duo","5571","2022-10-11T17:57:06Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_asunaweeb-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"102","2","41378177627","437603285","dnpeek","DNPeek","516575","VALORANT","live","New Agent Harbor + BCJ Interview - VALORANTING EP122","4757","2022-10-11T17:45:11Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_dnpeek-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"103","3","40333586793","26991127","hiko","Hiko","516575","VALORANT","live","100T Hiko | back from twitchcon, time to vibe | @Hiko on Twitter","3875","2022-10-11T13:34:29Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_hiko-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"104","4","40333647033","540056482","shanks_ttv","shanks_ttv","516575","VALORANT","live","FaZe Shanks | Radiant Ranked | Top 0.01% gameplay | IM BACK GEE GEE | !NEWVID !SOCIALS","2802","2022-10-11T14:06:14Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_shanks_ttv-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"105","5","41378140811","747529855","xirenaa","xirenaa","516575","VALORANT","live","playing in NA for the first time !location","2210","2022-10-11T17:24:34Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_xirenaa-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"106","6","41378227787","191043512","grimm","Grimm","516575","VALORANT","live","SAGE GAMER FINALLY RETURNS AND GETS RADIANT #1 BECAUSE HES THE BEST TO EVER LIVE REAL AND TRUE! | !emotes","1700","2022-10-11T18:11:05Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_grimm-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"107","7","47287772365","129801067","joshseki","joshseki","516575","VALORANT","live","solo queue demon | !newvid !wishlist","1275","2022-10-11T15:40:18Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_joshseki-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"108","8","47287798413","28209837","tiffae","Tiffae","516575","VALORANT","live","I'm back! Coaching stream !vid","715","2022-10-11T15:52:10Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_tiffae-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"109","9","40333668393","113410153","androidfps_","androidfps_","516575","VALORANT","live","ANDROID | TOP 100 RANKED / COACHING 1 ON 1 STREAM, PRO VODS, OWN DEMOS, LEARNING EDUCATIONAL STREAM POG","677","2022-10-11T14:16:48Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_androidfps_-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"110","10","41377670971","68336635","babynikki","Babynikki","516575","VALORANT","live","BACK FROM TWITCHCON | !socials","470","2022-10-11T12:34:48Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_babynikki-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"111","11","40333577065","136981884","codey","codey","516575","VALORANT","live","im very vulernable rn if any bad shordies wanna take advantage lol","394","2022-10-11T13:29:14Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_codey-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"112","12","41378155291","50686586","vgumiho","vGumiho","516575","VALORANT","live","HONEY IM HOME!!! VALO THEN WATCHIN IRL PPSAT VOD | !squad !bluemoon","336","2022-10-11T17:32:37Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_vgumiho-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"113","13","39934221608","49335974","lotharhs","LotharHS","516575","VALORANT","live","First day with no fever, hooray // !campusclutch !newmic // Coaching? type !playstream // !displate !valoranttracker !guides !vodreviews","333","2022-10-11T09:03:28Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_lotharhs-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"114","14","40333967545","81832690","aipha","Aipha","516575","VALORANT","live","BACK FROM TWITCHCON!!! Story time peepoSmile","245","2022-10-11T16:20:28Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_aipha-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"115","15","41378049515","30227236","baycon_","baycon_","516575","VALORANT","live","come experience a wide range of emotion // !socials","203","2022-10-11T16:33:30Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_baycon_-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"116","16","47287487597","27765748","bumpaah","bumpaah","516575","VALORANT","live","GPS says it's my turn now","160","2022-10-11T13:12:43Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_bumpaah-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"117","17","41378219595","21442544","n0thing","n0thing","516575","VALORANT","live","radiant ranked  @n0thing (radiant ranked)","137","2022-10-11T18:06:39Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_n0thing-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"118","18","40334021913","453831821","vessrain","Vessrain","516575","VALORANT","live","COMP COMP OMC PCMO CMCPMC | !socials !nightmarket","135","2022-10-11T16:38:05Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_vessrain-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"119","19","41377855003","60900813","trikslyr","Trikslyr","516575","VALORANT","live","Tuesday - Let's get a JUICY stream in","133","2022-10-11T14:36:48Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_trikslyr-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"120","20","39935219752","412619130","msvosch","msvosch","516575","VALORANT","live","i like green more than red // 5 days until i move into !LL35","127","2022-10-11T14:35:37Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_msvosch-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"121","21","39935206136","169176103","littleswedish","littleswedish","516575","VALORANT","live","♡ avidi kadivri *make voldemort sound* ♡ !tiktok  (warning loud)","114","2022-10-11T14:32:20Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_littleswedish-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"122","22","41378073371","427011202","root","root","516575","VALORANT","live","BEST JETT NA RADIANT RANKED !yt !schedule !coaching !twitter @root7k","109","2022-10-11T16:47:36Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_root-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"123","23","47288078765","666185869","od26_","od26_","516575","VALORANT","live","valorant coaching | !newvid | !coaching","105","2022-10-11T17:36:17Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_od26_-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"124","24","39935676088","632289706","mayuwii","Mayuwii","516575","VALORANT","live","Mayuwii | hope you have a great day <3 !newvid !socials","103","2022-10-11T16:12:55Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_mayuwii-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"125","25","47288131821","64952353","robertrayhart","RobertRayhart","516575","VALORANT","live","YORU ONLY CLIMB TO RADIANT // Twitter @RobertRayhart","88","2022-10-11T17:55:12Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_robertrayhart-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"126","26","39935571832","106626191","roxi","roxi","516575","VALORANT","live","Guild roxi // back in DE, GC talk and gossip (and some gamplay)","84","2022-10-11T15:54:23Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_roxi-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"127","27","39758367367","528583923","yayjordie","yayjordie","516575","VALORANT","live","soloq den mayb singing COS I FEEL LIKE IT","82","2022-10-11T16:40:54Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_yayjordie-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"128","28","39758220871","712935002","rinruruuu","rinruruuu","516575","VALORANT","live","[SG/EN] raids blocked","78","2022-10-11T15:26:39Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_rinruruuu-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"", ""723836c5-8e00-43de-97c5-0fc64308d159"", ""15530b1f-f40f-457c-8db2-23e0828518d9"")","FALSE"
"129","29","41378281627","47606906","mews","Mews","516575","VALORANT","live","FaZe Mew: HI.. I'M BACK FROM TWITCHCON😈MY NEW SONG IS OUT❤️  !music","74","2022-10-11T18:41:02Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_mews-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"", ""c2839af5-f1d2-46c4-8edc-1d0bfbd85070"")","FALSE"
"130","30","39758437207","787920876","himesanze_","himesanze_","516575","VALORANT","live","แน แน่ แน แน๊ [ จุนหนูเมะ Familie X Whatcity ] #ฮิเมะ #หมอฮิเมะ #Himesanze #IHAVECPU","68","2022-10-11T17:27:44Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_himesanze_-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"", ""517085fe-2746-4e3c-a211-75d3ea5d9e9a"", ""6a0c6ea2-84eb-42b1-a8bb-59fd684bfe1a"")","TRUE"
"131","31","47288123037","156033343","oozymangos","OOZYMANGOS","516575","VALORANT","live","GON FREECS! | RADIANT PRAYGE | NEW TIKTOK SOON | !deaf","68","2022-10-11T17:52:11Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_oozymangos-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"132","32","40334162041","647879718","4liaaa","4liaaa","516575","VALORANT","live","AMAZING val player 😥 !twitter !hellofresh #ad","68","2022-10-11T17:18:41Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_4liaaa-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"133","33","41377913579","40247574","smacksmackk","SmackSmackk","516575","VALORANT","live","Immortal Brimstone ONE TRICK 🐴 !lineups - !newvid WATCH YO BACK, WATCH YO KIDS","67","2022-10-11T15:12:19Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_smacksmackk-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"134","34","39935920984","584183156","kiiddii","Kiiddii","516575","VALORANT","live","derank season // !socials !glasses","67","2022-10-11T16:58:29Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_kiiddii-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
"135","35","40333647513","195537508","the1zk","the1ZK","516575","VALORANT","live","IMMORTAL RANKED! | Getting used to new gear -> | !mouse !mousepad !sens !crosshair !socials","58","2022-10-11T14:06:31Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_the1zk-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","FALSE"
"136","36","39935862424","608808179","juliecatia","juliecatia","516575","VALORANT","live","anyone under 7ft is not allowed in here, gigachads only😤","56","2022-10-11T16:48:52Z","en","https://static-cdn.jtvnw.net/previews-ttv/live_user_juliecatia-{width}x{height}.jpg","list(""6ea6bca4-4712-4ab9-a906-e3336a9d8039"")","TRUE"
